ID,labels
Id_2008,Sarcastic
Id_2009,Non-sarcastic
Id_2010,Non-sarcastic
Id_2011,Non-sarcastic
Id_2012,Non-sarcastic
Id_2013,Non-sarcastic
Id_2014,Non-sarcastic
Id_2015,Non-sarcastic
Id_2016,Sarcastic
Id_2017,Non-sarcastic
Id_2018,Non-sarcastic
Id_2019,Sarcastic
Id_2020,Non-sarcastic
Id_2021,Non-sarcastic
Id_2022,Sarcastic
Id_2023,Sarcastic
Id_2024,Sarcastic
Id_2025,Non-sarcastic
Id_2026,Sarcastic
Id_2027,Non-sarcastic
Id_2028,Sarcastic
Id_2029,Sarcastic
Id_2030,Non-sarcastic
Id_2031,Sarcastic
Id_2032,Non-sarcastic
Id_2033,Non-sarcastic
Id_2034,Non-sarcastic
Id_2035,Non-sarcastic
Id_2036,Sarcastic
Id_2037,Non-sarcastic
Id_2038,Sarcastic
Id_2039,Sarcastic
Id_2040,Non-sarcastic
Id_2041,Non-sarcastic
Id_2042,Non-sarcastic
Id_2043,Non-sarcastic
Id_2044,Sarcastic
Id_2045,Non-sarcastic
Id_2046,Non-sarcastic
Id_2047,Non-sarcastic
Id_2048,Sarcastic
Id_2049,Sarcastic
Id_2050,Non-sarcastic
Id_2051,Non-sarcastic
Id_2052,Non-sarcastic
Id_2053,Non-sarcastic
Id_2054,Non-sarcastic
Id_2055,Non-sarcastic
Id_2056,Non-sarcastic
Id_2057,Non-sarcastic
Id_2058,Non-sarcastic
Id_2059,Sarcastic
Id_2060,Non-sarcastic
Id_2061,Non-sarcastic
Id_2062,Non-sarcastic
Id_2063,Non-sarcastic
Id_2064,Non-sarcastic
Id_2065,Sarcastic
Id_2066,Sarcastic
Id_2067,Non-sarcastic
Id_2068,Sarcastic
Id_2069,Non-sarcastic
Id_2070,Non-sarcastic
Id_2071,Sarcastic
Id_2072,Non-sarcastic
Id_2073,Non-sarcastic
Id_2074,Non-sarcastic
Id_2075,Non-sarcastic
Id_2076,Non-sarcastic
Id_2077,Non-sarcastic
Id_2078,Non-sarcastic
Id_2079,Non-sarcastic
Id_2080,Non-sarcastic
Id_2081,Non-sarcastic
Id_2082,Non-sarcastic
Id_2083,Non-sarcastic
Id_2084,Non-sarcastic
Id_2085,Non-sarcastic
Id_2086,Sarcastic
Id_2087,Non-sarcastic
Id_2088,Non-sarcastic
Id_2089,Non-sarcastic
Id_2090,Non-sarcastic
Id_2091,Non-sarcastic
Id_2092,Non-sarcastic
Id_2093,Non-sarcastic
Id_2094,Non-sarcastic
Id_2095,Non-sarcastic
Id_2096,Non-sarcastic
Id_2097,Non-sarcastic
Id_2098,Non-sarcastic
Id_2099,Non-sarcastic
Id_2100,Non-sarcastic
Id_2101,Non-sarcastic
Id_2102,Non-sarcastic
Id_2103,Non-sarcastic
Id_2104,Sarcastic
Id_2105,Non-sarcastic
Id_2106,Non-sarcastic
Id_2107,Sarcastic
Id_2108,Non-sarcastic
Id_2109,Non-sarcastic
Id_2110,Sarcastic
Id_2111,Non-sarcastic
Id_2112,Sarcastic
Id_2113,Non-sarcastic
Id_2114,Non-sarcastic
Id_2115,Sarcastic
Id_2116,Non-sarcastic
Id_2117,Sarcastic
Id_2118,Sarcastic
Id_2119,Sarcastic
Id_2120,Sarcastic
Id_2121,Non-sarcastic
Id_2122,Non-sarcastic
Id_2123,Sarcastic
Id_2124,Sarcastic
Id_2125,Non-sarcastic
Id_2126,Non-sarcastic
Id_2127,Non-sarcastic
Id_2128,Sarcastic
Id_2129,Non-sarcastic
Id_2130,Sarcastic
Id_2131,Non-sarcastic
Id_2132,Non-sarcastic
Id_2133,Non-sarcastic
Id_2134,Non-sarcastic
Id_2135,Sarcastic
Id_2136,Non-sarcastic
Id_2137,Non-sarcastic
Id_2138,Non-sarcastic
Id_2139,Non-sarcastic
Id_2140,Non-sarcastic
Id_2141,Sarcastic
Id_2142,Non-sarcastic
Id_2143,Non-sarcastic
Id_2144,Non-sarcastic
Id_2145,Non-sarcastic
Id_2146,Sarcastic
Id_2147,Sarcastic
Id_2148,Non-sarcastic
Id_2149,Non-sarcastic
Id_2150,Sarcastic
Id_2151,Sarcastic
Id_2152,Non-sarcastic
Id_2153,Non-sarcastic
Id_2154,Sarcastic
Id_2155,Non-sarcastic
Id_2156,Sarcastic
Id_2157,Non-sarcastic
Id_2158,Non-sarcastic
Id_2159,Sarcastic
Id_2160,Non-sarcastic
Id_2161,Sarcastic
Id_2162,Sarcastic
Id_2163,Non-sarcastic
Id_2164,Sarcastic
Id_2165,Non-sarcastic
Id_2166,Sarcastic
Id_2167,Non-sarcastic
Id_2168,Non-sarcastic
Id_2169,Non-sarcastic
Id_2170,Non-sarcastic
Id_2171,Non-sarcastic
Id_2172,Sarcastic
Id_2173,Non-sarcastic
Id_2174,Non-sarcastic
Id_2175,Non-sarcastic
Id_2176,Non-sarcastic
Id_2177,Non-sarcastic
Id_2178,Non-sarcastic
Id_2179,Non-sarcastic
Id_2180,Non-sarcastic
Id_2181,Non-sarcastic
Id_2182,Non-sarcastic
Id_2183,Sarcastic
Id_2184,Non-sarcastic
Id_2185,Non-sarcastic
Id_2186,Non-sarcastic
Id_2187,Non-sarcastic
Id_2188,Non-sarcastic
Id_2189,Non-sarcastic
Id_2190,Non-sarcastic
Id_2191,Sarcastic
Id_2192,Non-sarcastic
Id_2193,Sarcastic
Id_2194,Non-sarcastic
Id_2195,Non-sarcastic
Id_2196,Non-sarcastic
Id_2197,Sarcastic
Id_2198,Sarcastic
Id_2199,Non-sarcastic
Id_2200,Non-sarcastic
Id_2201,Sarcastic
Id_2202,Non-sarcastic
Id_2203,Non-sarcastic
Id_2204,Non-sarcastic
Id_2205,Non-sarcastic
Id_2206,Non-sarcastic
Id_2207,Non-sarcastic
Id_2208,Sarcastic
Id_2209,Non-sarcastic
Id_2210,Non-sarcastic
Id_2211,Sarcastic
Id_2212,Non-sarcastic
Id_2213,Non-sarcastic
Id_2214,Non-sarcastic
Id_2215,Non-sarcastic
Id_2216,Non-sarcastic
Id_2217,Non-sarcastic
Id_2218,Non-sarcastic
Id_2219,Non-sarcastic
Id_2220,Non-sarcastic
Id_2221,Non-sarcastic
Id_2222,Sarcastic
Id_2223,Non-sarcastic
Id_2224,Non-sarcastic
Id_2225,Sarcastic
Id_2226,Non-sarcastic
Id_2227,Non-sarcastic
Id_2228,Non-sarcastic
Id_2229,Sarcastic
Id_2230,Non-sarcastic
Id_2231,Sarcastic
Id_2232,Non-sarcastic
Id_2233,Non-sarcastic
Id_2234,Sarcastic
Id_2235,Non-sarcastic
Id_2236,Non-sarcastic
Id_2237,Sarcastic
Id_2238,Non-sarcastic
Id_2239,Non-sarcastic
Id_2240,Sarcastic
Id_2241,Non-sarcastic
Id_2242,Sarcastic
Id_2243,Sarcastic
Id_2244,Non-sarcastic
Id_2245,Sarcastic
Id_2246,Sarcastic
Id_2247,Non-sarcastic
Id_2248,Non-sarcastic
Id_2249,Non-sarcastic
Id_2250,Non-sarcastic
Id_2251,Non-sarcastic
Id_2252,Non-sarcastic
Id_2253,Non-sarcastic
Id_2254,Non-sarcastic
Id_2255,Sarcastic
Id_2256,Non-sarcastic
Id_2257,Sarcastic
Id_2258,Non-sarcastic
Id_2259,Non-sarcastic
Id_2260,Sarcastic
Id_2261,Sarcastic
Id_2262,Non-sarcastic
Id_2263,Sarcastic
Id_2264,Non-sarcastic
Id_2265,Non-sarcastic
Id_2266,Non-sarcastic
Id_2267,Sarcastic
Id_2268,Non-sarcastic
Id_2269,Non-sarcastic
Id_2270,Non-sarcastic
Id_2271,Sarcastic
Id_2272,Sarcastic
Id_2273,Non-sarcastic
Id_2274,Non-sarcastic
Id_2275,Sarcastic
Id_2276,Non-sarcastic
Id_2277,Non-sarcastic
Id_2278,Non-sarcastic
Id_2279,Non-sarcastic
Id_2280,Non-sarcastic
Id_2281,Non-sarcastic
Id_2282,Sarcastic
Id_2283,Non-sarcastic
Id_2284,Non-sarcastic
Id_2285,Sarcastic
Id_2286,Sarcastic
Id_2287,Non-sarcastic
Id_2288,Non-sarcastic
Id_2289,Non-sarcastic
Id_2290,Sarcastic
Id_2291,Sarcastic
Id_2292,Sarcastic
Id_2293,Non-sarcastic
Id_2294,Non-sarcastic
Id_2295,Non-sarcastic
Id_2296,Non-sarcastic
Id_2297,Sarcastic
Id_2298,Non-sarcastic
Id_2299,Sarcastic
Id_2300,Non-sarcastic
Id_2301,Non-sarcastic
Id_2302,Non-sarcastic
Id_2303,Sarcastic
Id_2304,Non-sarcastic
Id_2305,Non-sarcastic
Id_2306,Non-sarcastic
Id_2307,Non-sarcastic
Id_2308,Sarcastic
Id_2309,Non-sarcastic
Id_2310,Sarcastic
Id_2311,Non-sarcastic
Id_2312,Non-sarcastic
Id_2313,Non-sarcastic
Id_2314,Non-sarcastic
Id_2315,Non-sarcastic
Id_2316,Non-sarcastic
Id_2317,Non-sarcastic
Id_2318,Non-sarcastic
Id_2319,Sarcastic
Id_2320,Sarcastic
Id_2321,Sarcastic
Id_2322,Sarcastic
Id_2323,Non-sarcastic
Id_2324,Non-sarcastic
Id_2325,Non-sarcastic
Id_2326,Non-sarcastic
Id_2327,Non-sarcastic
Id_2328,Non-sarcastic
Id_2329,Non-sarcastic
Id_2330,Non-sarcastic
Id_2331,Non-sarcastic
Id_2332,Non-sarcastic
Id_2333,Non-sarcastic
Id_2334,Non-sarcastic
Id_2335,Sarcastic
Id_2336,Non-sarcastic
Id_2337,Sarcastic
Id_2338,Non-sarcastic
Id_2339,Sarcastic
Id_2340,Sarcastic
Id_2341,Sarcastic
Id_2342,Non-sarcastic
Id_2343,Non-sarcastic
Id_2344,Sarcastic
Id_2345,Sarcastic
Id_2346,Non-sarcastic
Id_2347,Non-sarcastic
Id_2348,Non-sarcastic
Id_2349,Non-sarcastic
Id_2350,Sarcastic
Id_2351,Sarcastic
Id_2352,Non-sarcastic
Id_2353,Sarcastic
Id_2354,Non-sarcastic
Id_2355,Non-sarcastic
Id_2356,Sarcastic
Id_2357,Non-sarcastic
Id_2358,Non-sarcastic
Id_2359,Non-sarcastic
Id_2360,Non-sarcastic
Id_2361,Non-sarcastic
Id_2362,Non-sarcastic
Id_2363,Non-sarcastic
Id_2364,Non-sarcastic
Id_2365,Non-sarcastic
Id_2366,Sarcastic
Id_2367,Non-sarcastic
Id_2368,Non-sarcastic
Id_2369,Non-sarcastic
Id_2370,Sarcastic
Id_2371,Non-sarcastic
Id_2372,Sarcastic
Id_2373,Sarcastic
Id_2374,Non-sarcastic
Id_2375,Non-sarcastic
Id_2376,Non-sarcastic
Id_2377,Non-sarcastic
Id_2378,Non-sarcastic
Id_2379,Non-sarcastic
Id_2380,Non-sarcastic
Id_2381,Non-sarcastic
Id_2382,Non-sarcastic
Id_2383,Non-sarcastic
Id_2384,Non-sarcastic
Id_2385,Non-sarcastic
Id_2386,Non-sarcastic
Id_2387,Non-sarcastic
Id_2388,Sarcastic
Id_2389,Non-sarcastic
Id_2390,Non-sarcastic
Id_2391,Non-sarcastic
Id_2392,Non-sarcastic
Id_2393,Sarcastic
Id_2394,Sarcastic
Id_2395,Non-sarcastic
Id_2396,Non-sarcastic
Id_2397,Non-sarcastic
Id_2398,Non-sarcastic
Id_2399,Non-sarcastic
Id_2400,Non-sarcastic
Id_2401,Non-sarcastic
Id_2402,Non-sarcastic
Id_2403,Non-sarcastic
Id_2404,Sarcastic
Id_2405,Non-sarcastic
Id_2406,Non-sarcastic
Id_2407,Sarcastic
Id_2408,Non-sarcastic
Id_2409,Non-sarcastic
Id_2410,Non-sarcastic
Id_2411,Non-sarcastic
Id_2412,Non-sarcastic
Id_2413,Sarcastic
Id_2414,Non-sarcastic
Id_2415,Non-sarcastic
Id_2416,Sarcastic
Id_2417,Non-sarcastic
Id_2418,Non-sarcastic
Id_2419,Sarcastic
Id_2420,Non-sarcastic
Id_2421,Non-sarcastic
Id_2422,Non-sarcastic
Id_2423,Non-sarcastic
Id_2424,Sarcastic
Id_2425,Non-sarcastic
Id_2426,Non-sarcastic
Id_2427,Non-sarcastic
Id_2428,Non-sarcastic
Id_2429,Sarcastic
Id_2430,Non-sarcastic
Id_2431,Sarcastic
Id_2432,Non-sarcastic
Id_2433,Non-sarcastic
Id_2434,Non-sarcastic
Id_2435,Sarcastic
Id_2436,Sarcastic
Id_2437,Non-sarcastic
Id_2438,Non-sarcastic
Id_2439,Sarcastic
Id_2440,Sarcastic
Id_2441,Non-sarcastic
Id_2442,Non-sarcastic
Id_2443,Non-sarcastic
Id_2444,Non-sarcastic
Id_2445,Non-sarcastic
Id_2446,Non-sarcastic
Id_2447,Non-sarcastic
Id_2448,Non-sarcastic
Id_2449,Non-sarcastic
Id_2450,Non-sarcastic
Id_2451,Non-sarcastic
Id_2452,Non-sarcastic
Id_2453,Non-sarcastic
Id_2454,Sarcastic
Id_2455,Non-sarcastic
Id_2456,Non-sarcastic
Id_2457,Non-sarcastic
Id_2458,Non-sarcastic
Id_2459,Non-sarcastic
Id_2460,Sarcastic
Id_2461,Non-sarcastic
Id_2462,Non-sarcastic
Id_2463,Non-sarcastic
Id_2464,Non-sarcastic
Id_2465,Non-sarcastic
Id_2466,Non-sarcastic
Id_2467,Non-sarcastic
Id_2468,Non-sarcastic
Id_2469,Non-sarcastic
Id_2470,Non-sarcastic
Id_2471,Sarcastic
Id_2472,Sarcastic
Id_2473,Sarcastic
Id_2474,Non-sarcastic
Id_2475,Non-sarcastic
Id_2476,Non-sarcastic
Id_2477,Non-sarcastic
Id_2478,Non-sarcastic
Id_2479,Non-sarcastic
Id_2480,Non-sarcastic
Id_2481,Non-sarcastic
Id_2482,Non-sarcastic
Id_2483,Non-sarcastic
Id_2484,Non-sarcastic
Id_2485,Non-sarcastic
Id_2486,Non-sarcastic
Id_2487,Non-sarcastic
Id_2488,Non-sarcastic
Id_2489,Non-sarcastic
Id_2490,Non-sarcastic
Id_2491,Non-sarcastic
Id_2492,Non-sarcastic
Id_2493,Non-sarcastic
Id_2494,Non-sarcastic
Id_2495,Non-sarcastic
Id_2496,Non-sarcastic
Id_2497,Sarcastic
Id_2498,Non-sarcastic
Id_2499,Non-sarcastic
Id_2500,Sarcastic
Id_2501,Non-sarcastic
Id_2502,Non-sarcastic
Id_2503,Non-sarcastic
Id_2504,Non-sarcastic
Id_2505,Non-sarcastic
Id_2506,Non-sarcastic
Id_2507,Non-sarcastic
Id_2508,Non-sarcastic
Id_2509,Sarcastic
Id_2510,Non-sarcastic
Id_2511,Non-sarcastic
Id_2512,Non-sarcastic
Id_2513,Non-sarcastic
Id_2514,Non-sarcastic
Id_2515,Non-sarcastic
Id_2516,Non-sarcastic
Id_2517,Sarcastic
Id_2518,Sarcastic
Id_2519,Non-sarcastic
Id_2520,Sarcastic
Id_2521,Non-sarcastic
Id_2522,Sarcastic
Id_2523,Non-sarcastic
Id_2524,Non-sarcastic
Id_2525,Sarcastic
Id_2526,Non-sarcastic
Id_2527,Sarcastic
Id_2528,Non-sarcastic
Id_2529,Non-sarcastic
Id_2530,Non-sarcastic
Id_2531,Non-sarcastic
Id_2532,Sarcastic
Id_2533,Non-sarcastic
Id_2534,Non-sarcastic
Id_2535,Non-sarcastic
Id_2536,Sarcastic
Id_2537,Sarcastic
Id_2538,Non-sarcastic
Id_2539,Non-sarcastic
Id_2540,Sarcastic
Id_2541,Non-sarcastic
Id_2542,Non-sarcastic
Id_2543,Non-sarcastic
Id_2544,Non-sarcastic
Id_2545,Sarcastic
Id_2546,Non-sarcastic
Id_2547,Non-sarcastic
Id_2548,Non-sarcastic
Id_2549,Non-sarcastic
Id_2550,Sarcastic
Id_2551,Sarcastic
Id_2552,Sarcastic
Id_2553,Non-sarcastic
Id_2554,Non-sarcastic
Id_2555,Non-sarcastic
Id_2556,Sarcastic
Id_2557,Non-sarcastic
Id_2558,Non-sarcastic
Id_2559,Non-sarcastic
Id_2560,Sarcastic
Id_2561,Sarcastic
Id_2562,Sarcastic
Id_2563,Non-sarcastic
Id_2564,Sarcastic
Id_2565,Non-sarcastic
Id_2566,Non-sarcastic
Id_2567,Non-sarcastic
Id_2568,Sarcastic
Id_2569,Non-sarcastic
Id_2570,Non-sarcastic
Id_2571,Non-sarcastic
Id_2572,Sarcastic
Id_2573,Non-sarcastic
Id_2574,Non-sarcastic
Id_2575,Non-sarcastic
Id_2576,Non-sarcastic
Id_2577,Non-sarcastic
Id_2578,Non-sarcastic
Id_2579,Sarcastic
Id_2580,Non-sarcastic
Id_2581,Sarcastic
Id_2582,Non-sarcastic
Id_2583,Sarcastic
Id_2584,Sarcastic
Id_2585,Non-sarcastic
Id_2586,Non-sarcastic
Id_2587,Non-sarcastic
Id_2588,Non-sarcastic
Id_2589,Non-sarcastic
Id_2590,Non-sarcastic
Id_2591,Sarcastic
Id_2592,Sarcastic
Id_2593,Non-sarcastic
Id_2594,Non-sarcastic
Id_2595,Sarcastic
Id_2596,Non-sarcastic
Id_2597,Sarcastic
Id_2598,Sarcastic
Id_2599,Sarcastic
Id_2600,Non-sarcastic
Id_2601,Sarcastic
Id_2602,Non-sarcastic
Id_2603,Sarcastic
Id_2604,Non-sarcastic
Id_2605,Non-sarcastic
Id_2606,Sarcastic
Id_2607,Non-sarcastic
Id_2608,Non-sarcastic
Id_2609,Sarcastic
Id_2610,Non-sarcastic
Id_2611,Sarcastic
Id_2612,Non-sarcastic
Id_2613,Non-sarcastic
Id_2614,Non-sarcastic
Id_2615,Sarcastic
Id_2616,Non-sarcastic
Id_2617,Non-sarcastic
Id_2618,Sarcastic
Id_2619,Non-sarcastic
Id_2620,Non-sarcastic
Id_2621,Non-sarcastic
Id_2622,Non-sarcastic
Id_2623,Non-sarcastic
Id_2624,Non-sarcastic
Id_2625,Non-sarcastic
Id_2626,Non-sarcastic
Id_2627,Non-sarcastic
Id_2628,Non-sarcastic
Id_2629,Sarcastic
Id_2630,Sarcastic
Id_2631,Sarcastic
Id_2632,Non-sarcastic
Id_2633,Sarcastic
Id_2634,Non-sarcastic
Id_2635,Non-sarcastic
Id_2636,Sarcastic
Id_2637,Non-sarcastic
Id_2638,Non-sarcastic
Id_2639,Non-sarcastic
Id_2640,Non-sarcastic
Id_2641,Non-sarcastic
Id_2642,Non-sarcastic
Id_2643,Non-sarcastic
Id_2644,Non-sarcastic
Id_2645,Non-sarcastic
Id_2646,Non-sarcastic
Id_2647,Sarcastic
Id_2648,Non-sarcastic
Id_2649,Non-sarcastic
Id_2650,Non-sarcastic
Id_2651,Non-sarcastic
Id_2652,Non-sarcastic
Id_2653,Non-sarcastic
Id_2654,Non-sarcastic
Id_2655,Non-sarcastic
Id_2656,Non-sarcastic
Id_2657,Sarcastic
Id_2658,Sarcastic
Id_2659,Non-sarcastic
Id_2660,Sarcastic
Id_2661,Non-sarcastic
Id_2662,Sarcastic
Id_2663,Sarcastic
Id_2664,Non-sarcastic
Id_2665,Non-sarcastic
Id_2666,Sarcastic
Id_2667,Non-sarcastic
Id_2668,Sarcastic
Id_2669,Non-sarcastic
Id_2670,Non-sarcastic
Id_2671,Non-sarcastic
Id_2672,Sarcastic
Id_2673,Non-sarcastic
Id_2674,Non-sarcastic
Id_2675,Sarcastic
Id_2676,Non-sarcastic
Id_2677,Non-sarcastic
Id_2678,Non-sarcastic
Id_2679,Non-sarcastic
Id_2680,Non-sarcastic
Id_2681,Sarcastic
Id_2682,Non-sarcastic
Id_2683,Sarcastic
Id_2684,Non-sarcastic
Id_2685,Non-sarcastic
Id_2686,Sarcastic
Id_2687,Sarcastic
Id_2688,Sarcastic
Id_2689,Non-sarcastic
Id_2690,Non-sarcastic
Id_2691,Non-sarcastic
Id_2692,Non-sarcastic
Id_2693,Non-sarcastic
Id_2694,Non-sarcastic
Id_2695,Non-sarcastic
Id_2696,Sarcastic
Id_2697,Sarcastic
Id_2698,Non-sarcastic
Id_2699,Non-sarcastic
Id_2700,Non-sarcastic
Id_2701,Non-sarcastic
Id_2702,Non-sarcastic
Id_2703,Non-sarcastic
Id_2704,Sarcastic
Id_2705,Non-sarcastic
Id_2706,Sarcastic
Id_2707,Non-sarcastic
Id_2708,Non-sarcastic
Id_2709,Sarcastic
Id_2710,Non-sarcastic
Id_2711,Non-sarcastic
Id_2712,Non-sarcastic
Id_2713,Non-sarcastic
Id_2714,Non-sarcastic
Id_2715,Sarcastic
Id_2716,Non-sarcastic
Id_2717,Non-sarcastic
Id_2718,Non-sarcastic
Id_2719,Non-sarcastic
Id_2720,Non-sarcastic
Id_2721,Non-sarcastic
Id_2722,Non-sarcastic
Id_2723,Non-sarcastic
Id_2724,Non-sarcastic
Id_2725,Sarcastic
Id_2726,Sarcastic
Id_2727,Non-sarcastic
Id_2728,Non-sarcastic
Id_2729,Sarcastic
Id_2730,Non-sarcastic
Id_2731,Non-sarcastic
Id_2732,Non-sarcastic
Id_2733,Non-sarcastic
Id_2734,Sarcastic
Id_2735,Non-sarcastic
Id_2736,Sarcastic
Id_2737,Sarcastic
Id_2738,Non-sarcastic
Id_2739,Non-sarcastic
Id_2740,Non-sarcastic
Id_2741,Non-sarcastic
Id_2742,Non-sarcastic
Id_2743,Non-sarcastic
Id_2744,Non-sarcastic
Id_2745,Non-sarcastic
Id_2746,Non-sarcastic
Id_2747,Sarcastic
Id_2748,Non-sarcastic
Id_2749,Non-sarcastic
Id_2750,Sarcastic
Id_2751,Non-sarcastic
Id_2752,Non-sarcastic
Id_2753,Non-sarcastic
Id_2754,Sarcastic
Id_2755,Sarcastic
Id_2756,Sarcastic
Id_2757,Non-sarcastic
Id_2758,Sarcastic
Id_2759,Sarcastic
Id_2760,Sarcastic
Id_2761,Sarcastic
Id_2762,Non-sarcastic
Id_2763,Non-sarcastic
Id_2764,Non-sarcastic
Id_2765,Non-sarcastic
Id_2766,Non-sarcastic
Id_2767,Sarcastic
Id_2768,Non-sarcastic
Id_2769,Non-sarcastic
Id_2770,Non-sarcastic
Id_2771,Non-sarcastic
Id_2772,Non-sarcastic
Id_2773,Non-sarcastic
Id_2774,Non-sarcastic
Id_2775,Sarcastic
Id_2776,Sarcastic
Id_2777,Non-sarcastic
Id_2778,Sarcastic
Id_2779,Non-sarcastic
Id_2780,Non-sarcastic
Id_2781,Non-sarcastic
Id_2782,Non-sarcastic
Id_2783,Non-sarcastic
Id_2784,Non-sarcastic
Id_2785,Non-sarcastic
Id_2786,Non-sarcastic
Id_2787,Non-sarcastic
Id_2788,Non-sarcastic
Id_2789,Non-sarcastic
Id_2790,Non-sarcastic
Id_2791,Sarcastic
Id_2792,Sarcastic
Id_2793,Non-sarcastic
Id_2794,Non-sarcastic
Id_2795,Non-sarcastic
Id_2796,Non-sarcastic
Id_2797,Non-sarcastic
Id_2798,Sarcastic
Id_2799,Sarcastic
Id_2800,Non-sarcastic
Id_2801,Non-sarcastic
Id_2802,Non-sarcastic
Id_2803,Sarcastic
Id_2804,Non-sarcastic
Id_2805,Non-sarcastic
Id_2806,Non-sarcastic
Id_2807,Non-sarcastic
Id_2808,Non-sarcastic
Id_2809,Non-sarcastic
Id_2810,Sarcastic
Id_2811,Non-sarcastic
Id_2812,Non-sarcastic
Id_2813,Non-sarcastic
Id_2814,Sarcastic
Id_2815,Non-sarcastic
Id_2816,Non-sarcastic
Id_2817,Non-sarcastic
Id_2818,Sarcastic
Id_2819,Non-sarcastic
Id_2820,Non-sarcastic
Id_2821,Non-sarcastic
Id_2822,Sarcastic
Id_2823,Sarcastic
Id_2824,Non-sarcastic
Id_2825,Sarcastic
Id_2826,Non-sarcastic
Id_2827,Sarcastic
Id_2828,Non-sarcastic
Id_2829,Non-sarcastic
Id_2830,Non-sarcastic
Id_2831,Sarcastic
Id_2832,Non-sarcastic
Id_2833,Sarcastic
Id_2834,Non-sarcastic
Id_2835,Sarcastic
Id_2836,Non-sarcastic
Id_2837,Non-sarcastic
Id_2838,Non-sarcastic
Id_2839,Sarcastic
Id_2840,Non-sarcastic
Id_2841,Non-sarcastic
Id_2842,Non-sarcastic
Id_2843,Non-sarcastic
Id_2844,Non-sarcastic
Id_2845,Sarcastic
Id_2846,Non-sarcastic
Id_2847,Sarcastic
Id_2848,Non-sarcastic
Id_2849,Non-sarcastic
Id_2850,Sarcastic
Id_2851,Non-sarcastic
Id_2852,Non-sarcastic
Id_2853,Sarcastic
Id_2854,Non-sarcastic
Id_2855,Non-sarcastic
Id_2856,Sarcastic
Id_2857,Sarcastic
Id_2858,Sarcastic
Id_2859,Sarcastic
Id_2860,Non-sarcastic
Id_2861,Sarcastic
Id_2862,Non-sarcastic
Id_2863,Non-sarcastic
Id_2864,Non-sarcastic
Id_2865,Sarcastic
Id_2866,Non-sarcastic
Id_2867,Non-sarcastic
Id_2868,Non-sarcastic
Id_2869,Non-sarcastic
Id_2870,Non-sarcastic
Id_2871,Non-sarcastic
Id_2872,Non-sarcastic
Id_2873,Sarcastic
Id_2874,Non-sarcastic
Id_2875,Non-sarcastic
Id_2876,Non-sarcastic
Id_2877,Non-sarcastic
Id_2878,Non-sarcastic
Id_2879,Non-sarcastic
Id_2880,Non-sarcastic
Id_2881,Non-sarcastic
Id_2882,Non-sarcastic
Id_2883,Non-sarcastic
Id_2884,Non-sarcastic
Id_2885,Non-sarcastic
Id_2886,Non-sarcastic
Id_2887,Non-sarcastic
Id_2888,Non-sarcastic
Id_2889,Non-sarcastic
Id_2890,Sarcastic
Id_2891,Non-sarcastic
Id_2892,Sarcastic
Id_2893,Non-sarcastic
Id_2894,Non-sarcastic
Id_2895,Non-sarcastic
Id_2896,Non-sarcastic
Id_2897,Non-sarcastic
Id_2898,Non-sarcastic
Id_2899,Non-sarcastic
Id_2900,Non-sarcastic
Id_2901,Sarcastic
Id_2902,Sarcastic
Id_2903,Non-sarcastic
Id_2904,Sarcastic
Id_2905,Non-sarcastic
Id_2906,Non-sarcastic
Id_2907,Non-sarcastic
Id_2908,Non-sarcastic
Id_2909,Non-sarcastic
Id_2910,Non-sarcastic
Id_2911,Sarcastic
Id_2912,Non-sarcastic
Id_2913,Non-sarcastic
Id_2914,Non-sarcastic
Id_2915,Sarcastic
Id_2916,Sarcastic
Id_2917,Sarcastic
Id_2918,Sarcastic
Id_2919,Non-sarcastic
Id_2920,Sarcastic
Id_2921,Non-sarcastic
Id_2922,Non-sarcastic
Id_2923,Non-sarcastic
Id_2924,Sarcastic
Id_2925,Non-sarcastic
Id_2926,Non-sarcastic
Id_2927,Non-sarcastic
Id_2928,Non-sarcastic
Id_2929,Sarcastic
Id_2930,Non-sarcastic
Id_2931,Non-sarcastic
Id_2932,Non-sarcastic
Id_2933,Non-sarcastic
Id_2934,Non-sarcastic
Id_2935,Non-sarcastic
Id_2936,Non-sarcastic
Id_2937,Sarcastic
Id_2938,Non-sarcastic
Id_2939,Non-sarcastic
Id_2940,Non-sarcastic
Id_2941,Sarcastic
Id_2942,Non-sarcastic
Id_2943,Non-sarcastic
Id_2944,Sarcastic
Id_2945,Non-sarcastic
Id_2946,Sarcastic
Id_2947,Non-sarcastic
Id_2948,Sarcastic
Id_2949,Non-sarcastic
Id_2950,Non-sarcastic
Id_2951,Sarcastic
Id_2952,Non-sarcastic
Id_2953,Sarcastic
Id_2954,Sarcastic
Id_2955,Sarcastic
Id_2956,Sarcastic
Id_2957,Non-sarcastic
Id_2958,Non-sarcastic
Id_2959,Sarcastic
Id_2960,Non-sarcastic
Id_2961,Non-sarcastic
Id_2962,Non-sarcastic
Id_2963,Sarcastic
Id_2964,Non-sarcastic
Id_2965,Sarcastic
Id_2966,Non-sarcastic
Id_2967,Sarcastic
Id_2968,Sarcastic
Id_2969,Non-sarcastic
Id_2970,Non-sarcastic
Id_2971,Non-sarcastic
Id_2972,Non-sarcastic
Id_2973,Non-sarcastic
Id_2974,Non-sarcastic
Id_2975,Non-sarcastic
